ICAO,Latitude,Longitude,Name
EDMA,"48° 25' 31.00"" N","10° 55' 54.00"" E",Augsburg Airport DE
EDMO,"48° 4' 53.05"" N","11° 16' 59.16"" E",Oberpfaffenhofen Airport DE
EDMS,"48° 54' 3.00"" N","12° 31' 0.00"" E",Straubing Airport DE
EDNY,"47° 40' 16.68"" N","9° 30' 41.36"" E",Friedrichshafen International Airport DE
EDOL,"52° 2' 17.00"" N","11° 12' 20.00"" E",Oschersleben Airport DE
EDOP,"53° 25' 37.19"" N","11° 47' 0.24"" E",Schwerin Parchim Airport DE
EDQD,"49° 59' 6.00"" N","11° 38' 24.00"" E",Bindlacher Berg Airport DE
EDQF,"49° 21' 40.00"" N","10° 40' 10.00"" E",Ansbach-Petersdorf Airport DE
EDQM,"50° 17' 19.00"" N","11° 51' 23.00"" E",Hof International Airport DE
EDRB,"49° 56' 43.00"" N","6° 33' 54.00"" E",Bitburg Airport (former Bitburg Air Base) DE
EDRZ,"49° 12' 33.84"" N","7° 24' 2.02"" E",Zweibrücken Airport DE
EDSB,"48° 46' 45.84"" N","8° 4' 49.80"" E",Baden Airpark DE
EDTD,"47° 58' 23.99"" N","8° 31' 20.00"" E",Donaueschingen-Villingen Airport DE
EDTL,"48° 22' 9.48"" N","7° 49' 39.79"" E",Black Forest Airport DE
EDVE,"52° 19' 9.11"" N","10° 33' 21.96"" E",Braunschweig-Wolfsburg Regional Airport DE
EDVK,"51° 24' 30.00"" N","9° 22' 39.00"" E",Kassel-Calden Airport DE
EDWB,"53° 30' 24.99"" N","8° 34' 22.00"" E",Bremerhaven Airport DE
EDWD,"53° 8' 40.92"" N","8° 37' 27.98"" E",Lemwerder Airport DE
EDWE,"53° 23' 27.99"" N","7° 13' 39.00"" E",Emden Airport DE
EDWG,"53° 46' 58.01"" N","7° 54' 50.00"" E",Wangerooge Airport DE
EDWI,"53° 30' 7.99"" N","8° 3' 8.00"" E",Wilhelmshaven-Mariensiel Airport DE
EDWJ,"53° 40' 52.00"" N","7° 3' 21.00"" E",Juist Airport DE
EDWL,"53° 44' 33.00"" N","7° 29' 52.00"" E",Langeoog Airport DE
EDWN,"52° 27' 27.00"" N","7° 10' 56.00"" E",Nordhorn-Lingen Airport DE
EDWR,"53° 35' 47.00"" N","6° 42' 33.00"" E",Borkum Airport DE
EDWS,"53° 37' 59.00"" N","7° 11' 25.00"" E",Norden-Norddeich Airport DE
EDWU,"52° 54' 30.00"" N","8° 2' 26.00"" E",Varrelbusch Airport DE
EDWY,"53° 42' 25.00"" N","7° 13' 48.00"" E",Norderney Airport DE
EDWZ,"53° 43' 29.01"" N","7° 22' 24.00"" E",Baltrum Airport DE
EDXB,"54° 9' 11.99"" N","8° 54' 6.00"" E",Heide-Büsum Airport DE
EDXF,"54° 46' 24.00"" N","9° 22' 44.00"" E",Flensburg-Schäferhaus Airport DE
EDXH,"54° 11' 7.01"" N","7° 54' 57.00"" E",Helgoland-Düne Airport DE
EDXO,"54° 18' 31.99"" N","8° 41' 13.00"" E",St. Peter-Ording Airport DE
EDXW,"54° 54' 47.52"" N","8° 20' 25.69"" E",Sylt Airport DE
EDXY,"54° 41' 4.00"" N","8° 31' 42.00"" E",Wyk auf Föhr Airport DE
EEKA,"58° 59' 26.88"" N","22° 49' 50.52"" E",Kärdla Airport EE
EEKE,"58° 13' 47.64"" N","22° 30' 34.20"" E",Kuressaare Airport EE
EEPU,"58° 25' 8.40"" N","24° 28' 22.08"" E",Pärnu Airport EE
EETN,"59° 24' 47.88"" N","24° 49' 58.08"" E",Tallinn Airport EE
EETU,"58° 18' 27.00"" N","26° 41' 25.44"" E",Tartu-Ülenurme Airport EE
EFET,"68° 21' 45.37"" N","23° 25' 27.48"" E",Enontekio Airport FI
EFFO,"60° 48' 6.84"" N","23° 38' 44.16"" E",Forssa Airport FI
EFHA,"61° 51' 21.60"" N","24° 47' 11.76"" E",Halli Airport FI
EFHF,"60° 15' 16.56"" N","25° 2' 34.08"" E",Helsinki-Malmi Airport FI
EFHK,"60° 19' 1.92"" N","24° 57' 47.88"" E",Helsinki-Vantaa Airport FI
EFHV,"60° 39' 15.84"" N","24° 52' 51.96"" E",Hyvinkaa Airport FI
EFIT,"62° 9' 57.96"" N","30° 4' 24.96"" E",Kitee Airport FI
EFIV,"68° 36' 26.28"" N","27° 24' 19.08"" E",Ivalo Airport FI
EFJO,"62° 39' 46.44"" N","29° 36' 27.00"" E",Joensuu Airport FI
EFJY,"62° 23' 58.21"" N","25° 40' 41.88"" E",Jyväskylä Airport FI
EFKA,"63° 7' 37.57"" N","23° 3' 5.04"" E",Kauhava Airport FI
EFKE,"65° 46' 43.33"" N","24° 34' 55.56"" E",Kemi-Tornio Airport FI
EFKI,"64° 17' 7.80"" N","27° 41' 32.64"" E",Kajaani Airport FI
EFKJ,"62° 27' 45.01"" N","22° 23' 35.16"" E",Kauhajoki Airport FI
EFKK,"63° 43' 16.32"" N","23° 8' 35.16"" E",Kruunupyy Airport FI
EFKS,"65° 59' 15.37"" N","29° 14' 21.84"" E",Kuusamo Airport FI
EFKT,"67° 42' 3.59"" N","24° 50' 48.48"" E",Kittilä Airport FI
EFKU,"63° 0' 25.56"" N","27° 47' 52.08"" E",Kuopio Airport FI
EFLA,"61° 8' 39.12"" N","25° 41' 36.60"" E",Lahti Vesivehmaa Airport FI
EFLP,"61° 2' 40.57"" N","28° 8' 39.84"" E",Lappeenranta Airport FI
EFMA,"60° 7' 19.92"" N","19° 53' 53.52"" E",Mariehamn Airport FI
EFMI,"61° 41' 11.76"" N","27° 12' 6.48"" E",Mikkeli Airport FI
EFOU,"64° 55' 48.36"" N","25° 21' 16.56"" E",Oulu Airport FI
EFPO,"61° 27' 42.12"" N","21° 47' 60.00"" E",Pori Airport FI
EFRN,"62° 3' 55.79"" N","28° 21' 23.40"" E",Rantasalmi Airport FI
EFRO,"66° 33' 53.27"" N","25° 49' 49.44"" E",Rovaniemi Airport FI
EFSA,"61° 56' 35.16"" N","28° 56' 42.36"" E",Savonlinna Airport FI
EFSI,"62° 41' 31.56"" N","22° 49' 56.28"" E",Seinäjoki Airport FI
EFSO,"67° 23' 41.99"" N","26° 37' 8.76"" E",Sodankyla Airport FI
EFTP,"61° 24' 50.76"" N","23° 36' 15.84"" E",Tampere-Pirkkala Airport FI
EFTU,"60° 30' 50.76"" N","22° 15' 46.08"" E",Turku Airport FI
EFUT,"60° 53' 47.04"" N","26° 56' 18.24"" E",Utti Air Base FI
EFVA,"63° 3' 2.52"" N","21° 45' 43.92"" E",Vaasa Airport FI
EFVR,"62° 10' 15.96"" N","27° 52' 6.96"" E",Varkaus Airport FI
EFYL,"64° 3' 37.80"" N","24° 42' 57.60"" E",Ylivieska Airport FI
EGAA,"54° 39' 27.00"" N","6° 12' 56.99"" W",Belfast International Airport UK
EGAB,"54° 23' 56.04"" N","7° 39' 6.01"" W",Enniskillen/St Angelo Airport UK
EGAC,"54° 37' 5.16"" N","5° 52' 21.00"" W",George Best Belfast City Airport UK
EGAE,"55° 2' 34.08"" N","7° 9' 40.00"" W",City of Derry Airport (Londonderry Eglinton Airport) UK
EGBB,"52° 27' 14.04"" N","1° 44' 52.91"" W",Birmingham Airport UK
EGBE,"52° 22' 10.92"" N","1° 28' 46.99"" W",Coventry Airport UK
EGBJ,"51° 53' 39.12"" N","2° 10' 1.99"" W",Gloucester Airport UK
EGBK,"52° 18' 19.09"" N","0° 47' 35.00"" W",Sywell Aerodrome UK
EGBN,"52° 55' 11.99"" N","1° 4' 45.01"" W",Nottingham Airport UK
EGCC,"53° 21' 13.32"" N","2° 16' 29.82"" W",Manchester Airport UK
EGCD,"53° 20' 17.16"" N","2° 8' 56.00"" W",Manchester Woodford Airport UK
EGCN,"53° 28' 49.94"" N","1° 0' 38.36"" W",Doncaster Sheffield Airport UK
EGDL,"51° 30' 18.36"" N","1° 59' 36.35"" W",RAF Lyneham UK
EGDX,"51° 24' 17.28"" N","3° 26' 8.70"" W",RAF St Athan UK
EGDY,"51° 0' 33.84"" N","2° 38' 19.75"" W",RNAS Yeovilton UK
EGEC,"55° 26' 13.92"" N","5° 41' 11.00"" W",Campbeltown Airport (RAF Machrihanish) UK
EGED,"59° 11' 26.16"" N","2° 46' 19.99"" W",Eday Airport UK
EGEF,"59° 32' 8.88"" N","1° 37' 41.02"" W",Fair Isle Airport UK
EGEH,"60° 22' 39.00"" N","0° 55' 32.00"" W",Whalsay Airport UK
EGEL,"56° 36' 6.83"" N","6° 37' 4.01"" W",Coll Airport UK
EGEN,"59° 22' 3.00"" N","2° 26' 3.98"" W",North Ronaldsay Airport UK
EGEO,"56° 27' 48.60"" N","5° 23' 58.81"" W",Oban Airport UK
EGEP,"59° 21' 6.12"" N","2° 54' 1.01"" W",Papa Westray Airport UK
EGER,"59° 9' 19.08"" N","2° 38' 29.00"" W",Stronsay Airport UK
EGES,"59° 15' 1.08"" N","2° 34' 36.01"" W",Sanday Airport UK
EGET,"60° 11' 31.92"" N","1° 14' 37.00"" W",Lerwick / Tingwall Airport UK
EGEW,"59° 21' 1.08"" N","2° 57' 0.00"" W",Westray Airport UK
EGEY,"56° 3' 27.00"" N","6° 14' 35.02"" W",Colonsay Airstrip UK
EGFE,"51° 49' 59.16"" N","4° 57' 40.00"" W",Haverfordwest Aerodrome UK
EGFF,"51° 23' 48.13"" N","3° 20' 35.99"" W",Cardiff Airport UK
EGFH,"51° 36' 19.08"" N","4° 4' 4.19"" W",Swansea Airport UK
EGGD,"51° 22' 57.73"" N","2° 43' 8.72"" W",Bristol Airport UK
EGGP,"53° 20' 0.96"" N","2° 50' 58.99"" W",Liverpool John Lennon Airport UK
EGGW,"51° 52' 28.92"" N","0° 22' 6.00"" W",Luton Airport UK
EGHC,"50° 6' 10.07"" N","5° 40' 14.02"" W",Land's End Airport UK
EGHD,"50° 25' 22.07"" N","4° 6' 20.99"" W",Plymouth City Airport UK
EGHE,"49° 54' 47.88"" N","6° 17' 30.01"" W",St. Mary's Airport UK
EGHH,"50° 46' 48.00"" N","1° 50' 33.00"" W",Bournemouth Airport UK
EGHI,"50° 57' 1.07"" N","1° 21' 24.48"" W",Southampton Airport UK
EGHJ,"50° 40' 41.16"" N","1° 6' 33.98"" W",Bembridge Airport UK
EGHL,"51° 11' 13.92"" N","1° 2' 0.60"" W",Lasham Airfield UK
EGHQ,"50° 26' 26.01"" N","4° 59' 43.47"" W",Cornwall Airport Newquay UK
EGHR,"50° 51' 33.85"" N","0° 45' 33.00"" W",Goodwood Airfield UK
EGJA,"49° 42' 21.96"" N","2° 12' 52.99"" W",Alderney Airport UK
EGJB,"49° 26' 6.00"" N","2° 36' 7.09"" W",Guernsey Airport UK
EGJJ,"49° 12' 28.44"" N","2° 11' 43.84"" W",Jersey Airport UK
EGKA,"50° 50' 8.17"" N","0° 17' 50.00"" W",Shoreham Airport UK
EGKB,"51° 19' 50.88"" N","0° 1' 57.00"" E",London Biggin Hill Airport UK
EGKK,"51° 8' 53.17"" N","0° 11' 25.00"" W",Gatwick Airport UK
EGKR,"51° 12' 48.96"" N","0° 8' 19.00"" W",Redhill Aerodrome UK
EGLC,"51° 30' 19.08"" N","0° 3' 19.00"" E",London City Airport UK
EGLF,"51° 16' 32.88"" N","0° 46' 34.80"" W",Farnborough Airport UK
EGLK,"51° 19' 26.03"" N","0° 50' 51.00"" W",Blackbushe Airport UK
EGLL,"51° 28' 14.16"" N","0° 27' 42.99"" W",Heathrow Airport UK
EGMC,"51° 34' 17.04"" N","0° 41' 44.00"" E",London Southend Airport UK
EGMD,"50° 57' 21.96"" N","0° 56' 21.00"" E",Lydd Airport UK
EGMH,"51° 20' 31.92"" N","1° 20' 46.00"" E",Kent International Airport UK
EGNC,"54° 56' 15.00"" N","2° 48' 33.01"" W",Carlisle Airport UK
EGNH,"53° 46' 18.13"" N","3° 1' 43.00"" W",Blackpool International Airport UK
EGNJ,"53° 34' 27.85"" N","0° 21' 3.00"" W",Humberside Airport UK
EGNL,"54° 7' 52.32"" N","3° 15' 49.21"" W",Barrow/Walney Island Airfield UK
EGNM,"53° 51' 57.23"" N","1° 39' 38.05"" W",Leeds Bradford Airport UK
EGNR,"53° 10' 41.16"" N","2° 58' 40.01"" W",Hawarden Airport (Chester Airport) UK
EGNS,"54° 4' 59.89"" N","4° 37' 26.00"" W",Isle of Man Airport UK
EGNT,"55° 2' 14.99"" N","1° 41' 30.01"" W",Newcastle International Airport UK
EGNV,"54° 30' 33.12"" N","1° 25' 45.88"" W",Teesside International Airport UK
EGNX,"52° 49' 51.96"" N","1° 19' 41.02"" W",East Midlands Airport UK
EGOV,"53° 14' 53.16"" N","4° 32' 7.22"" W",Anglesey Airport (Maes Awyr Môn) or RAF Valley UK
EGPA,"58° 57' 28.09"" N","2° 54' 18.00"" W",Kirkwall Airport UK
EGPB,"59° 52' 44.04"" N","1° 17' 44.02"" W",Sumburgh Airport UK
EGPC,"58° 27' 32.04"" N","3° 5' 35.02"" W",Wick Airport UK
EGPD,"57° 12' 6.84"" N","2° 11' 52.01"" W",Aberdeen Airport UK
EGPE,"57° 32' 33.00"" N","4° 2' 51.00"" W",Inverness Airport UK
EGPF,"55° 52' 18.84"" N","4° 25' 59.02"" W",Glasgow International Airport UK
EGPH,"55° 57' 0.00"" N","3° 22' 21.00"" W",Edinburgh Airport UK
EGPI,"55° 40' 54.84"" N","6° 15' 24.01"" W",Islay Airport UK
EGPK,"55° 30' 33.84"" N","4° 35' 12.01"" W",Glasgow Prestwick International Airport UK
EGPL,"57° 28' 51.95"" N","7° 21' 46.01"" W",Benbecula Airport UK
EGPM,"60° 25' 58.00"" N","1° 17' 46.00"" W",Scatsta Airport UK
EGPN,"56° 27' 9.00"" N","3° 1' 32.99"" W",Dundee Airport UK
EGPO,"58° 12' 56.16"" N","6° 19' 52.00"" W",Stornoway Airport UK
EGPR,"57° 1' 22.08"" N","7° 26' 35.02"" W",Barra Airport (Northbay Airport) UK
EGPT,"56° 26' 21.12"" N","3° 22' 19.99"" W",Perth Airport UK
EGPU,"56° 29' 57.12"" N","6° 52' 9.01"" W",Tiree Airport UK
EGPW,"60° 44' 49.92"" N","0° 51' 13.86"" W",Unst Airport UK
EGQB,"55° 3' 37.08"" N","7° 1' 13.01"" W",Bally Kelly Airport UK
EGQK,"57° 38' 57.84"" N","3° 33' 38.30"" W",RAF Kinloss UK
EGQL,"56° 22' 22.43"" N","2° 52' 6.38"" W",RAF Leuchars UK
EGQS,"57° 42' 18.72"" N","3° 20' 21.01"" W",RAF Lossiemouth UK
EGSC,"52° 12' 18.01"" N","0° 10' 30.00"" E",Cambridge Airport UK
EGSH,"52° 40' 32.88"" N","1° 16' 58.01"" E",Norwich Airport UK
EGSS,"51° 53' 5.99"" N","0° 14' 6.00"" E",London Stansted Airport UK
EGSU,"52° 5' 26.88"" N","0° 7' 55.00"" E",Duxford Airport UK
EGSY,"53° 23' 39.32"" N","1° 23' 18.55"" W",Sheffield City Airport UK
EGTE,"50° 44' 3.85"" N","3° 24' 50.00"" W",Exeter Airport UK
EGTF,"51° 20' 53.16"" N","0° 33' 32.00"" W",Fairoaks Airport UK
EGTG,"51° 31' 9.85"" N","2° 35' 26.99"" W",Bristol Filton Airport UK
EGTK,"51° 50' 12.84"" N","1° 19' 12.00"" W",Oxford (Kidlington) Airport UK
EGTO,"51° 21' 6.83"" N","0° 30' 12.00"" E",Rochester Airport UK
EGUB,"51° 36' 59.05"" N","1° 5' 44.99"" W",RAF Benson UK
EGUD,"51° 41' 25.08"" N","1° 19' 0.01"" W",RAF Abingdon UK
EGUL,"52° 24' 33.49"" N","0° 33' 39.60"" E",RAF Lakenheath UK
EGUN,"52° 21' 42.84"" N","0° 29' 11.06"" E",RAF Mildenhall UK
EGUY,"52° 21' 25.92"" N","0° 6' 28.20"" W",RAF Wyton UK
EGVA,"51° 40' 55.92"" N","1° 47' 24.11"" W",RAF Fairford UK
EGVN,"51° 45' 0.00"" N","1° 35' 1.03"" W",RAF Brize Norton UK
EGVO,"51° 14' 2.76"" N","0° 56' 34.17"" W",RAF Odiham UK
EGVT,"51° 58' 18.84"" N","0° 30' 34.00"" E",Wethersfield Airport UK
EGWU,"51° 33' 10.81"" N","0° 25' 5.40"" W",RAF Northolt UK
EGXC,"53° 5' 34.79"" N","0° 9' 57.65"" W",RAF Coningsby UK
EGXH,"52° 20' 33.37"" N","0° 46' 22.58"" E",RAF Honington UK
EGXJ,"52° 44' 8.52"" N","0° 38' 55.57"" W",RAF Cottesmore UK
EGXP,"53° 18' 28.08"" N","0° 33' 3.00"" W",RAF Scampton UK
EGXU,"54° 2' 56.04"" N","1° 15' 9.90"" W",RAF Linton-On-Ouse UK
EGXW,"53° 9' 58.32"" N","0° 31' 25.72"" W",RAF Waddington UK
EGYM,"52° 38' 54.24"" N","0° 33' 2.49"" E",RAF Marham UK
EGYP,"51° 49' 22.08"" S","58° 26' 49.92"" W",RAF Mount Pleasant UK
EHAM,"52° 18' 30.96"" N","4° 45' 50.00"" E",Amsterdam Airport Schiphol NL
EHBK,"50° 54' 42.12"" N","5° 46' 12.50"" E",Maastricht Aachen Airport NL
EHDL,"52° 3' 38.16"" N","5° 52' 23.02"" E",Deelen Air Base NL
EHEH,"51° 27' 0.36"" N","5° 22' 28.31"" E",Eindhoven Airport NL
EHGG,"53° 7' 10.92"" N","6° 34' 45.98"" E",Groningen Airport Eelde NL
EHGR,"51° 34' 2.65"" N","4° 55' 54.59"" E",Gilze Rijen Air Base NL
EHKD,"52° 55' 24.24"" N","4° 46' 50.23"" E",De Kooy Airport NL
EHLE,"52° 27' 37.08"" N","5° 31' 37.99"" E",Lelystad Airport NL
EHLW,"53° 13' 42.96"" N","5° 45' 38.02"" E",Leeuwarden Air Base NL
EHRD,"51° 57' 24.85"" N","4° 26' 13.99"" E",Rotterdam Airport NL
EHTW,"52° 16' 12.00"" N","6° 52' 27.01"" E",Enschede Airport Twente NL
EHVK,"51° 39' 23.04"" N","5° 42' 31.00"" E",Volkel Airport NL
EHWO,"51° 26' 56.76"" N","4° 20' 31.31"" E",Woensdrecht Air Base NL
EIBN,"51° 40' 6.95"" N","9° 29' 3.01"" W",Bantry Airport IE
EIBT,"54° 13' 22.08"" N","10° 1' 50.88"" W",Belmullet Airport IE
EICA,"53° 13' 49.08"" N","9° 28' 4.01"" W",Connemara Regional Airport IE
EICB,"53° 50' 54.24"" N","9° 16' 49.33"" W",Castlebar Airport IE
EICD,"52° 19' 60.00"" N","6° 28' 0.00"" W",Castlebridge Airport IE
EICK,"51° 50' 28.68"" N","8° 29' 28.00"" W",Cork International Airport IE
EICM,"53° 18' 0.73"" N","8° 56' 29.73"" W",Galway Airport IE
EIDL,"55° 2' 39.12"" N","8° 20' 27.60"" W",Donegal Airport IE
EIDW,"53° 25' 16.68"" N","6° 16' 12.25"" W",Dublin Airport IE
EIIM,"53° 6' 24.12"" N","9° 39' 13.00"" W",Inishmore Aerodrome IE
EIIR,"53° 3' 52.92"" N","9° 30' 39.24"" W",Inisheer Aerodrome IE
EIKK,"52° 39' 2.88"" N","7° 17' 46.00"" W",Kilkenny Airport IE
EIKN,"53° 54' 37.08"" N","8° 49' 6.56"" W",Knock International Airport IE
EIKY,"52° 10' 51.24"" N","9° 31' 25.61"" W",Kerry Airport IE
EILT,"54° 57' 4.69"" N","7° 40' 22.19"" W",Letterkenny Airport IE
EIMN,"53° 5' 34.79"" N","9° 34' 5.02"" W",Inishmaan Aerodrome IE
EINN,"52° 42' 7.20"" N","8° 55' 29.35"" W",Shannon International Airport IE
EISG,"54° 16' 48.72"" N","8° 35' 57.16"" W",Sligo Airport IE
EIWF,"52° 11' 13.92"" N","7° 5' 13.06"" W",Waterford Airport IE
EKAH,"56° 17' 60.00"" N","10° 37' 8.40"" E",Aarhus Airport DK
EKBI,"55° 44' 25.08"" N","9° 9' 6.41"" E",Billund Airport DK
EKCH,"55° 37' 4.44"" N","12° 39' 21.60"" E",Copenhagen Airport DK
EKEB,"55° 31' 33.25"" N","8° 33' 12.24"" E",Esbjerg Airport DK
EKKA,"56° 17' 51.00"" N","9° 7' 28.67"" E",Karup Airport DK
EKLS,"57° 16' 37.92"" N","11° 0' 0.36"" E",Læsø Airport DK
EKMB,"54° 41' 57.48"" N","11° 26' 24.36"" E",Lolland Falster Maribo Airport DK
EKOD,"55° 28' 36.12"" N","10° 19' 51.24"" E",Odense Airport DK
EKRK,"55° 35' 8.17"" N","12° 7' 53.04"" E",Roskilde Airport DK
EKRN,"55° 3' 47.88"" N","14° 45' 34.56"" E",Bornholm Airport DK
EKSB,"54° 57' 51.84"" N","9° 47' 30.23"" E",Sønderborg Airport DK
EKSN,"57° 30' 12.61"" N","10° 13' 45.84"" E",Sindal Airport DK
EKSP,"55° 13' 32.16"" N","9° 15' 50.15"" E",Skrydstrup Airport DK
EKSV,"56° 33' 0.73"" N","9° 10' 22.73"" E",Skive Airport DK
EKTS,"57° 4' 7.69"" N","8° 42' 18.79"" E",Thisted Airport DK
EKVD,"55° 26' 10.67"" N","9° 19' 51.31"" E",Vamdrup Airport DK
EKVG,"62° 3' 48.96"" N","7° 16' 37.99"" W",Vágar Airport DK
EKVJ,"55° 59' 24.36"" N","8° 21' 14.08"" E",Stauning Vestjylland Airport DK
EKYT,"57° 5' 33.93"" N","9° 50' 57.28"" E",Aalborg Airport DK
ELLX,"49° 37' 35.75"" N","6° 12' 41.47"" E",Luxembourg-Findel International Airport LU
ENAL,"62° 33' 45.00"" N","6° 7' 10.92"" E","Ålesund Airport, Vigra NO"
ENAN,"69° 17' 33.01"" N","16° 8' 39.12"" E","Andøya Airport, Andenes NO"
ENAT,"69° 58' 33.95"" N","23° 22' 18.12"" E",Alta Airport NO
ENBL,"61° 23' 27.97"" N","5° 45' 24.98"" E","Førde Airport, Bringeland NO"
ENBN,"65° 27' 39.95"" N","12° 13' 3.00"" E","Brønnøysund Airport, Brønnøy NO"
ENBO,"67° 16' 9.13"" N","14° 21' 55.08"" E",Bodø Airport NO
ENBR,"60° 17' 36.24"" N","5° 13' 5.30"" E",Bergen Flesland Airport NO
ENBS,"70° 36' 1.81"" N","29° 41' 29.04"" E",Båtsfjord Airport NO
ENBV,"70° 52' 17.00"" N","29° 2' 3.00"" E",Berlevåg Airport NO
ENCN,"58° 12' 15.12"" N","8° 5' 7.33"" E","Kristiansand Airport, Kjevik NO"
ENDI,"60° 25' 2.28"" N","8° 31' 6.06"" E",Dagali Airport NO
ENDU,"69° 3' 20.89"" N","18° 32' 25.44"" E",Bardufoss Airport NO
ENEV,"68° 29' 28.69"" N","16° 40' 41.16"" E","Harstad/Narvik Airport, Evenes NO"
ENFG,"61° 0' 56.15"" N","9° 17' 17.02"" E","Fagernes Airport, Leirin NO"
ENFL,"61° 35' 0.96"" N","5° 1' 28.99"" E",Florø Airport NO
ENGM,"60° 11' 38.04"" N","11° 6' 1.44"" E","Oslo Airport, Gardermoen NO"
ENHA,"60° 49' 5.16"" N","11° 4' 4.80"" E","Hamar Airport, Stafsberg NO"
ENHD,"59° 20' 43.08"" N","5° 12' 30.10"" E","Haugesund Airport, Karmøy NO"
ENHF,"70° 40' 46.93"" N","23° 40' 6.96"" E",Hammerfest Airport NO
ENHK,"70° 29' 12.13"" N","22° 8' 22.92"" E",Hasvik Airport NO
ENHV,"71° 0' 34.91"" N","25° 59' 0.96"" E","Honningsvåg Airport, Valan NO"
ENKA,"69° 2' 25.07"" N","23° 2' 2.40"" E",Kautokeino Air Base NO
ENKB,"63° 6' 42.48"" N","7° 49' 28.27"" E","Kristiansund Airport, Kvernberget NO"
ENKL,"60° 47' 29.04"" N","9° 3' 2.02"" E","Gol Airport, Klanten,Norway NO"
ENKR,"69° 43' 32.88"" N","29° 53' 28.68"" E","Kirkenes Airport, Høybuktmoen NO"
ENLI,"58° 5' 58.20"" N","6° 37' 33.78"" E",Lista Airport NO
ENLK,"68° 9' 8.99"" N","13° 36' 33.84"" E",Leknes Airport NO
ENMH,"71° 1' 46.92"" N","27° 49' 36.12"" E",Mehamn Airport NO
ENML,"62° 44' 40.92"" N","7° 15' 45.00"" E","Molde Airport, Årø NO"
ENMS,"65° 47' 2.39"" N","13° 12' 53.64"" E","Mosjøen Airport, Kjærstad NO"
ENNA,"70° 4' 7.69"" N","24° 58' 24.60"" E","Lakselv Airport, Banak NO"
ENNK,"68° 26' 12.83"" N","17° 23' 12.12"" E","Narvik Airport, Framnes NO"
ENNM,"64° 28' 19.91"" N","11° 34' 42.96"" E","Namsos Airport, Høknesøra NO"
ENNO,"59° 33' 56.52"" N","9° 12' 43.99"" E","Notodden Airport, Tuven, NO"
ENOL,"63° 41' 56.03"" N","9° 36' 14.40"" E",Ørland Airport NO
ENOV,"62° 10' 45.04"" N","6° 4' 15.74"" E","Ørsta/Volda Airport, Hovden NO"
ENRA,"66° 21' 50.04"" N","14° 18' 5.04"" E","Mo i Rana Airport, Røssvoll NO"
ENRM,"64° 50' 17.89"" N","11° 8' 45.96"" E","Rørvik Airport, Ryum NO"
ENRO,"62° 34' 42.24"" N","11° 20' 32.28"" E",Røros Airport NO
ENRS,"67° 31' 40.09"" N","12° 6' 11.88"" E",Røst Airport NO
ENRY,"59° 22' 44.04"" N","10° 47' 8.16"" E",Rygge Airport/Rygge Air Station NO
ENSA,"77° 54' 0.01"" N","16° 40' 59.88"" E",Svea Airport NO
ENSB,"78° 14' 45.96"" N","15° 27' 56.16"" E","Svalbard Airport, Longyear NO"
ENSD,"61° 49' 48.01"" N","6° 6' 20.99"" E","Sandane Airport, Anda NO"
ENSG,"61° 9' 20.74"" N","7° 8' 10.76"" E","Sogndal Airport, Haukåsen NO"
ENSH,"68° 14' 36.00"" N","14° 40' 9.00"" E","Svolvær Airport, Helle NO"
ENSK,"68° 34' 43.78"" N","15° 2' 0.30"" E","Stokmarknes Airport, Skagen NO"
ENSN,"59° 11' 6.00"" N","9° 34' 0.99"" E","Skien Airport, Geiteryggen NO"
ENSO,"59° 47' 30.84"" N","5° 20' 27.06"" E",Stord Airport NO
ENSR,"69° 47' 12.47"" N","20° 57' 33.84"" E",Sørkjosen Airport NO
ENSS,"70° 21' 19.44"" N","31° 2' 41.64"" E","Vardø Airport, Svartnes NO"
ENST,"65° 57' 24.49"" N","12° 28' 8.04"" E","Sandnessjøen Airport, Stokka NO"
ENTC,"69° 40' 59.87"" N","18° 55' 8.04"" E",Tromsø Airport NO
ENTO,"59° 11' 12.12"" N","10° 15' 30.96"" E","Sandefjord Airport, Torp NO"
ENVA,"63° 27' 28.09"" N","10° 55' 26.40"" E","Trondheim Airport, Værnes NO"
ENVD,"70° 3' 55.00"" N","29° 50' 41.00"" E",Vadsø Airport NO
ENZV,"58° 52' 36.12"" N","5° 38' 16.01"" E","Stavanger Airport, Sola NO"
EPBK,"53° 6' 5.03"" N","23° 10' 14.16"" E",Białystok-Krywlany Airport PL
EPBY,"53° 5' 48.49"" N","17° 58' 39.72"" E",Bydgoszcz Ignacy Jan Paderewski Airport PL
EPCH,"50° 53' 5.99"" N","19° 12' 16.92"" E",Częstochowa-Rudniki PL
EPDG,"54° 22' 39.37"" N","18° 27' 58.32"" E",Gdansk Lech Walesa Airport 2 PL
EPGD,"54° 22' 39.37"" N","18° 27' 58.32"" E",Gdansk Lech Walesa Airport PL
EPGL,"50° 16' 9.85"" N","18° 40' 22.08"" E",Gliwice Glider Airport PL
EPKK,"50° 4' 39.73"" N","19° 47' 5.28"" E",John Paul II International Airport PL
EPKO,"54° 2' 33.00"" N","16° 15' 56.16"" E",Koszalin Zegrze Airport PL
EPKT,"50° 28' 27.48"" N","19° 4' 48.00"" E",Katowice International Airport PL
EPKW,"49° 56' 24.00"" N","19° 1' 19.20"" E",Bielsko-Bialo Kaniow Airfield PL
